errorGroups.id,insertId,labels.container_name,labels.instanceId,labels.scaling_reason,logName,protoPayload.methodName,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""run.googleapis.com/build-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-source-location""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-version""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""client.knative.dev/nonce""","'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.serviceAccountName,protoPayload.response.spec.timeoutSeconds,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,textPayload,timestamp
,6a01738800039a3166dceee5,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'    result = target()","'2026-05-11T06:13:28.236081Z"
,6a01738800039a2e67c9bd13,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/retry/retry_unary.py"", line 147, in retry_target","'2026-05-11T06:13:28.236078Z"
,6a01738800039a2345e4ccd8,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    raise final_exc from source_exc","'2026-05-11T06:13:28.236067Z"
,6a01738800039a205c09cec3,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/retry/retry_base.py"", line 216, in _retry_error_helper","'2026-05-11T06:13:28.236064Z"
,6a01738800039a1d437ad7b4,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    )","'2026-05-11T06:13:28.236061Z"
,6a01738800039a193801ce70,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'        timeout,","'2026-05-11T06:13:28.236057Z"
,6a01738800039a15c39067e0,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    ...<6 lines>...","'2026-05-11T06:13:28.236053Z"
,6a01738800039a13c949cc9e,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'        exc,","'2026-05-11T06:13:28.236051Z"
,6a01738800039a10d1fda205,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'    next_sleep = _retry_error_helper(","'2026-05-11T06:13:28.236048Z"
,6a01738800039a0db0eb7b98,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/retry/retry_unary.py"", line 156, in retry_target","'2026-05-11T06:13:28.236045Z"
,6a01738800039a0949ae408b,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    )","'2026-05-11T06:13:28.236041Z"
,6a01738800039a07973836e7,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'        on_error=on_error,","'2026-05-11T06:13:28.236039Z"
,6a01738800039a0427a6b86f,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    ...<3 lines>...","'2026-05-11T06:13:28.236036Z"
,6a01738800039a01016a1183,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'        target,","'2026-05-11T06:13:28.236033Z"
,6a017388000399fecf4d438a,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    return retry_target(","'2026-05-11T06:13:28.236030Z"
,6a017388000399fbdb8f380c,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/retry/retry_unary.py"", line 294, in retry_wrapped_func","'2026-05-11T06:13:28.236027Z"
,6a017388000399f81d4dfeef,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'    return wrapped_func(*args, **kwargs)","'2026-05-11T06:13:28.236024Z"
,6a017388000399f42005ce03,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/gapic_v1/method.py"", line 128, in __call__","'2026-05-11T06:13:28.236020Z"
